InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice
537212,12/5/2010 15:21,12720,Germany,299,2.6807
537213,12/5/2010 15:26,12748,United Kingdom,7,1.3
537214,12/5/2010 15:35,16422,United Kingdom,2048,1.4285
537215,12/5/2010 15:38,12747,United Kingdom,108,3.0186
537216,12/5/2010 15:40,15502,United Kingdom,240,3.6528
537217,12/5/2010 15:40,15502,United Kingdom,16,10.45
537218,12/5/2010 15:46,12763,Japan,196,1.8119
537219,12/5/2010 15:47,14081,United Kingdom,252,3.0365
537220,12/5/2010 15:49,(blank),United Kingdom,1,3.35
537221,12/5/2010 15:54,17965,United Kingdom,14,3.7214
537222,12/5/2010 16:00,14404,United Kingdom,57,3.1665
537223,12/5/2010 16:10,13579,United Kingdom,46,4.5833
537224,12/5/2010 16:24,13174,United Kingdom,700,3.0754
537225,12/5/2010 16:41,12748,United Kingdom,316,3.0542
537226,12/6/2010 8:34,15987,United Kingdom,86,2.5756
537227,12/6/2010 8:42,17677,United Kingdom,700,2.641
537228,12/6/2010 8:43,17677,United Kingdom,12,2.1
537229,12/6/2010 8:44,17677,United Kingdom,12,1.45
537230,12/6/2010 9:20,(blank),United Kingdom,1,2.95
537231,12/6/2010 9:21,13652,United Kingdom,112,3.9028
537233,12/6/2010 9:37,17428,United Kingdom,148,3.2389
537235,12/6/2010 9:45,17381,United Kingdom,1464,2.526
537236,12/6/2010 9:52,16858,United Kingdom,91,5.349
537237,12/6/2010 9:58,(blank),United Kingdom,1608,6.2211
537238,12/6/2010 10:03,16161,United Kingdom,88,2.79
537239,12/6/2010 10:05,18219,United Kingdom,67,4.6523
537240,12/6/2010 10:08,(blank),United Kingdom,1811,6.5558
537241,12/6/2010 10:18,14293,United Kingdom,172,2.4387
537242,12/6/2010 10:19,14748,United Kingdom,282,2.3738
537243,12/6/2010 10:19,16638,United Kingdom,24,2.1
537244,12/6/2010 10:20,17674,United Kingdom,349,0.6582
537245,12/6/2010 10:24,14748,United Kingdom,48,1.4333
537246,12/6/2010 10:27,12808,Portugal,53,5.7286
537247,12/6/2010 10:34,13094,United Kingdom,192,1.2
537248,12/6/2010 10:36,15899,United Kingdom,39,4.125
537249,12/6/2010 10:38,16955,United Kingdom,20,1.65
537250,12/6/2010 10:43,12708,Germany,89,3.4521
537252,12/6/2010 10:46,(blank),United Kingdom,31,0.85
537253,12/6/2010 10:53,(blank),United Kingdom,178,2.2175
537254,12/6/2010 11:01,15898,United Kingdom,210,2.8678
537255,12/6/2010 11:03,14443,United Kingdom,163,2.5135
537256,12/6/2010 11:06,16210,United Kingdom,796,2.44
537257,12/6/2010 11:10,17691,United Kingdom,58,3.8944
537258,12/6/2010 11:16,17227,United Kingdom,92,1.455
537262,12/6/2010 11:26,15039,United Kingdom,266,3.7698
537265,12/6/2010 11:26,15919,United Kingdom,242,2.9171
537298,12/6/2010 11:37,13497,United Kingdom,54,3.9167
537301,12/6/2010 11:38,15860,United Kingdom,72,2.5007
537312,12/6/2010 11:42,14189,United Kingdom,254,2.2744
537313,12/6/2010 11:42,15304,United Kingdom,21,6.91
537332,12/6/2010 11:58,14344,United Kingdom,120,4.9583
537334,12/6/2010 12:06,16719,United Kingdom,146,4.527
537335,12/6/2010 12:15,15048,United Kingdom,32,2.8848
537346,12/6/2010 12:21,15301,United Kingdom,503,2.6244
537350,12/6/2010 12:23,14708,United Kingdom,350,2.6375
537351,12/6/2010 12:23,16898,United Kingdom,98,2.2528
537354,12/6/2010 12:23,12748,United Kingdom,85,1.5229
537359,12/6/2010 12:30,14825,United Kingdom,72,3.31
537360,12/6/2010 12:31,18113,United Kingdom,72,1.06
537361,12/6/2010 12:34,(blank),United Kingdom,5,0
537362,12/6/2010 12:34,17596,United Kingdom,530,2.2612
537363,12/6/2010 12:35,(blank),United Kingdom,-20,0
537364,12/6/2010 12:36,(blank),United Kingdom,-70,0
537365,12/6/2010 12:38,15078,United Kingdom,201,2.9571
537366,12/6/2010 12:39,14085,United Kingdom,106,2.875
537367,12/6/2010 12:39,15078,United Kingdom,12,2.1
537368,12/6/2010 12:40,14911,EIRE,135,6.87
537369,12/6/2010 12:41,17860,United Kingdom,104,2.5564
537370,12/6/2010 12:44,13155,United Kingdom,168,2.914
537371,12/6/2010 12:47,15028,United Kingdom,119,2.7886
537372,12/6/2010 12:52,16919,United Kingdom,73,3.3464
537374,12/6/2010 12:55,17259,United Kingdom,275,2.214
537375,12/6/2010 12:55,17019,United Kingdom,223,2.1343
537376,12/6/2010 12:59,16722,United Kingdom,278,2.0188
537377,12/6/2010 13:01,15882,United Kingdom,116,2.0257
537378,12/6/2010 13:06,14911,EIRE,476,5.27
537380,12/6/2010 13:12,15882,United Kingdom,48,2.1
537381,12/6/2010 13:13,14667,United Kingdom,372,2.915
537382,12/6/2010 13:13,16710,United Kingdom,197,2.1686
537384,12/6/2010 13:21,15984,United Kingdom,56,2.27
537385,12/6/2010 13:22,14487,United Kingdom,37,2.9731
537386,12/6/2010 13:32,14911,EIRE,3,6.95
537387,12/6/2010 13:34,13468,United Kingdom,84,4.7064
537388,12/6/2010 13:35,17682,United Kingdom,210,2.0083
537389,12/6/2010 13:41,17757,United Kingdom,60,2.9184
537390,12/6/2010 13:47,16658,United Kingdom,40,3.0213
537391,12/6/2010 13:53,16550,United Kingdom,257,2.7727
537392,12/6/2010 13:58,17068,United Kingdom,80,2.6021
537393,12/6/2010 13:59,13089,United Kingdom,972,3.3094
537394,12/6/2010 14:00,13089,United Kingdom,54,1.778
537395,12/6/2010 14:05,15356,United Kingdom,80,1.9902
537396,12/6/2010 14:08,17223,United Kingdom,64,5.1117
537397,12/6/2010 14:19,16817,United Kingdom,164,1.77
537399,12/6/2010 14:31,13030,United Kingdom,204,3.1287
537400,12/6/2010 14:36,17191,United Kingdom,261,2.6572
537401,12/6/2010 14:37,(blank),United Kingdom,-24,0
537403,12/6/2010 14:43,17191,United Kingdom,21,1.4045
537404,12/6/2010 14:46,17191,United Kingdom,38,3.72
537405,12/6/2010 14:51,17841,United Kingdom,132,4.4748
537407,12/6/2010 14:55,15502,United Kingdom,34,7.5333
537409,12/6/2010 15:00,15194,United Kingdom,247,2.7869
537410,12/6/2010 15:03,14409,United Kingdom,72,2.1
537411,12/6/2010 15:06,(blank),United Kingdom,4,2.7333
537412,12/6/2010 15:06,14409,United Kingdom,96,1.85
537415,12/6/2010 15:09,16654,United Kingdom,63,5.7
537418,12/6/2010 15:13,17884,United Kingdom,66,2.7261
537419,12/6/2010 15:14,13495,United Kingdom,209,2.575
537420,12/6/2010 15:18,17519,United Kingdom,184,3.975
537421,12/6/2010 15:25,17218,United Kingdom,131,2.5255
537422,12/6/2010 15:27,17812,United Kingdom,144,2.3424
537423,12/6/2010 15:34,14215,United Kingdom,104,2.1167
537424,12/6/2010 15:35,15602,United Kingdom,57,3.05
537425,12/6/2010 15:35,(blank),United Kingdom,-20,0
537426,12/6/2010 15:36,(blank),United Kingdom,-35,0
537427,12/6/2010 15:37,(blank),United Kingdom,-21,0
537428,12/6/2010 15:38,17320,United Kingdom,210,3.8609
537429,12/6/2010 15:54,12748,United Kingdom,119,0.739
537430,12/6/2010 16:05,(blank),United Kingdom,120,0
537432,12/6/2010 16:10,(blank),United Kingdom,-43,0
537433,12/6/2010 16:36,12913,United Kingdom,146,3.06
537434,12/6/2010 16:57,(blank),United Kingdom,1869,6.1901
537435,12/6/2010 16:58,17920,United Kingdom,82,3.055
537436,12/6/2010 17:00,(blank),United Kingdom,7,0
537437,12/6/2010 17:00,(blank),United Kingdom,10,0
537438,12/6/2010 17:00,(blank),United Kingdom,13,0
537439,12/6/2010 17:01,(blank),United Kingdom,1,0
537440,12/6/2010 17:16,17869,United Kingdom,67,5.4831
537441,12/6/2010 17:26,13564,United Kingdom,256,3.6098
537442,12/6/2010 17:29,(blank),United Kingdom,2,2.535
537446,12/7/2010 9:13,18055,United Kingdom,201,3.7029
537447,12/7/2010 9:21,13963,United Kingdom,54,3.2929
537448,12/7/2010 9:23,17450,United Kingdom,6,6.6
537449,12/7/2010 9:26,(blank),United Kingdom,-30,0
537450,12/7/2010 9:26,(blank),United Kingdom,-19,0
537451,12/7/2010 9:27,(blank),United Kingdom,-11,0
537452,12/7/2010 9:28,(blank),United Kingdom,-24,0
537453,12/7/2010 9:28,(blank),United Kingdom,-18,0
537454,12/7/2010 9:30,(blank),United Kingdom,-44,0
537455,12/7/2010 9:31,(blank),United Kingdom,-70,0
537456,12/7/2010 9:43,17450,United Kingdom,780,2.57
537457,12/7/2010 9:51,17511,United Kingdom,914,2.7232
537458,12/7/2010 9:55,17091,United Kingdom,101,3.5
537459,12/7/2010 9:57,17470,United Kingdom,112,2.2773
537460,12/7/2010 10:04,17616,United Kingdom,128,2.55
537461,12/7/2010 10:06,15649,United Kingdom,120,4.25
537462,12/7/2010 10:06,17228,United Kingdom,89,2.15
537463,12/7/2010 10:08,12681,France,585,2.6641
537464,12/7/2010 10:14,14907,United Kingdom,234,3.3639
537465,12/7/2010 10:32,17735,United Kingdom,218,2.4091
537466,12/7/2010 10:33,(blank),United Kingdom,-50,0
537467,12/7/2010 10:36,16059,United Kingdom,51,2.4028
537468,12/7/2010 10:36,12567,France,167,3.6605
537469,12/7/2010 10:43,17720,United Kingdom,24,4.25
537470,12/7/2010 10:47,15018,United Kingdom,21,7.3
537471,12/7/2010 10:51,14344,United Kingdom,3,5.95
537472,12/7/2010 11:11,12971,United Kingdom,126,1.34
537476,12/7/2010 11:26,15838,United Kingdom,550,1.7833
537484,12/7/2010 11:30,14733,United Kingdom,680,4.2971
537489,12/7/2010 11:33,17017,United Kingdom,396,1.479
537509,12/7/2010 11:41,13756,United Kingdom,288,1.85
537523,12/7/2010 11:45,14176,United Kingdom,61,3.75
537534,12/7/2010 11:48,(blank),United Kingdom,115,15.9412
537538,12/7/2010 11:49,15353,United Kingdom,131,4.125
537567,12/7/2010 11:59,18119,United Kingdom,125,2.7823
537592,12/7/2010 12:18,17491,United Kingdom,268,1.4
537593,12/7/2010 12:21,14282,United Kingdom,300,2.1269
537594,12/7/2010 12:28,12647,Germany,155,6.4853
537595,12/7/2010 12:29,13569,United Kingdom,44,3.3717
537598,12/7/2010 12:37,14135,United Kingdom,80,4.2321
537599,12/7/2010 12:37,17954,United Kingdom,2,9.95
537601,12/7/2010 12:43,17287,United Kingdom,62,3.01
537603,12/7/2010 12:49,14673,United Kingdom,213,2.1547
537604,12/7/2010 13:01,13488,United Kingdom,516,3.4287
537605,12/7/2010 13:13,16221,United Kingdom,52,2.9892
537606,12/7/2010 13:16,15002,United Kingdom,279,3.0306
537607,12/7/2010 13:18,15965,United Kingdom,74,2.5013
537608,12/7/2010 13:20,15024,United Kingdom,235,2.914
537609,12/7/2010 13:22,17675,United Kingdom,236,3.2658
537612,12/7/2010 13:28,13769,United Kingdom,122,2.83
537614,12/7/2010 13:29,16904,United Kingdom,137,2.7667
537615,12/7/2010 13:30,15898,United Kingdom,20,6.95
537616,12/7/2010 13:30,16904,United Kingdom,2,7.95
537617,12/7/2010 13:45,16086,United Kingdom,76,3.3425
537618,12/7/2010 13:50,15061,United Kingdom,956,2.3738
537619,12/7/2010 13:53,13786,United Kingdom,136,1.8929
537620,12/7/2010 14:00,13880,United Kingdom,54,2.1583
537621,12/7/2010 14:29,(blank),United Kingdom,10,1.95
537622,12/7/2010 14:30,13173,United Kingdom,114,2.6496
537623,12/7/2010 14:31,15858,United Kingdom,199,3.3095
537624,12/7/2010 14:41,12748,United Kingdom,171,2.9005
537625,12/7/2010 14:57,15180,United Kingdom,36,3.2667
537626,12/7/2010 14:57,12347,Iceland,319,2.89
537627,12/7/2010 14:58,14739,United Kingdom,476,1.4958
537628,12/7/2010 15:02,16293,United Kingdom,189,3.4063
537629,12/7/2010 15:03,17419,United Kingdom,191,3.6272
537631,12/7/2010 15:04,17419,United Kingdom,12,1.45
537632,12/7/2010 15:08,(blank),United Kingdom,1,13541.33
537633,12/7/2010 15:14,(blank),United Kingdom,5,4.98
537634,12/7/2010 15:15,16775,United Kingdom,62,4.2083
537635,12/7/2010 15:18,16306,United Kingdom,30,2.1
537636,12/7/2010 15:20,16950,United Kingdom,32,7.8167
537637,12/7/2010 15:22,(blank),United Kingdom,4,3.925
537638,12/7/2010 15:28,(blank),United Kingdom,1448,5.8366
537639,12/7/2010 15:29,(blank),United Kingdom,30,0
537640,12/7/2010 15:31,(blank),United Kingdom,2201,5.8486
537641,12/7/2010 15:32,(blank),United Kingdom,138,10.4494
537642,12/7/2010 15:33,(blank),United Kingdom,256,11.3463
537643,12/7/2010 15:34,(blank),United Kingdom,269,11.9161
537645,12/7/2010 15:34,(blank),United Kingdom,254,13.5401
537646,12/7/2010 15:39,17591,United Kingdom,133,3.7194
537648,12/7/2010 15:48,12839,United Kingdom,271,1.7291
537649,12/7/2010 15:48,13807,United Kingdom,36,5.15
537650,12/7/2010 15:48,16125,United Kingdom,124,3.2092
537653,12/7/2010 15:54,17897,United Kingdom,84,4.1511
537654,12/7/2010 15:59,(blank),United Kingdom,46,3.0143
537655,12/7/2010 16:20,15081,United Kingdom,57,3.075
537657,12/7/2010 16:42,18102,United Kingdom,2790,7.124
537658,12/7/2010 16:43,18102,United Kingdom,120,3.1333
537659,12/7/2010 16:43,18102,United Kingdom,3689,13.2078
537664,12/7/2010 17:05,15024,United Kingdom,24,1.95
537665,12/7/2010 17:19,16365,United Kingdom,101,6.5267
537666,12/7/2010 18:36,(blank),United Kingdom,1144,5.8174
537667,12/8/2010 8:12,17870,United Kingdom,128,2.55
537668,12/8/2010 8:43,14821,United Kingdom,20,2.525
537669,12/8/2010 8:58,16863,United Kingdom,105,1.5611
537670,12/8/2010 9:07,13078,United Kingdom,151,4.156
537671,12/8/2010 9:20,13267,United Kingdom,145,3.5667
537672,12/8/2010 9:30,13050,United Kingdom,182,5.1772
537673,12/8/2010 9:49,12709,Germany,139,5.7714
537674,12/8/2010 9:51,15628,United Kingdom,250,1.4668
537675,12/8/2010 9:53,(blank),United Kingdom,12,0.42
537676,12/8/2010 9:53,12386,Australia,214,2.7263
537678,12/8/2010 9:56,16779,United Kingdom,133,3.4544
537679,12/8/2010 10:05,(blank),United Kingdom,24,1.454
537680,12/8/2010 10:11,13599,United Kingdom,173,1.7285
537681,12/8/2010 10:11,13329,United Kingdom,175,2.6171
537682,12/8/2010 10:13,13599,United Kingdom,72,1.45
537683,12/8/2010 10:14,12921,United Kingdom,240,2.455
537685,12/8/2010 10:21,18077,United Kingdom,171,1.5758
537686,12/8/2010 10:21,14744,United Kingdom,148,1.5167
537687,12/8/2010 10:26,(blank),United Kingdom,-9,0
537688,12/8/2010 10:35,17406,United Kingdom,270,2.6737
537689,12/8/2010 10:36,15750,United Kingdom,288,1.9524
537690,12/8/2010 10:38,13983,United Kingdom,220,2.64
537691,12/8/2010 10:39,13842,United Kingdom,163,3.282
537692,12/8/2010 10:40,14796,United Kingdom,434,1.758
537693,12/8/2010 10:45,12441,France,121,3.7009
537694,12/8/2010 10:46,14901,United Kingdom,63,2.8286
537698,12/8/2010 10:51,13199,United Kingdom,452,2.7925
537700,12/8/2010 10:51,18229,United Kingdom,68,4.35
537707,12/8/2010 10:53,14032,United Kingdom,176,2.6379
537738,12/8/2010 11:02,17706,United Kingdom,144,2.8318
537743,12/8/2010 11:02,17706,United Kingdom,65,3.5611
537751,12/8/2010 11:04,17706,United Kingdom,16,3.6
537754,12/8/2010 11:16,16081,United Kingdom,53,3.5295
537755,12/8/2010 11:31,16525,United Kingdom,198,3.6211
537757,12/8/2010 11:38,17975,United Kingdom,86,3.75
537758,12/8/2010 11:41,16122,United Kingdom,118,1.774
537759,12/8/2010 11:42,13126,United Kingdom,108,2.46
537760,12/8/2010 11:42,15973,United Kingdom,106,4.4275
537761,12/8/2010 11:43,13126,United Kingdom,12,1.65
537762,12/8/2010 12:01,16558,United Kingdom,275,3.1415
537764,12/8/2010 12:06,16893,United Kingdom,62,2.5971
537765,12/8/2010 12:08,14606,United Kingdom,81,4.4387
537766,12/8/2010 12:08,17677,United Kingdom,288,2.2625
537767,12/8/2010 12:09,15100,United Kingdom,32,10.95
537768,12/8/2010 12:11,15750,United Kingdom,20,1.95
537769,12/8/2010 12:17,15021,United Kingdom,94,2.594
537770,12/8/2010 12:24,15529,United Kingdom,176,2.486
537771,12/8/2010 12:29,15498,United Kingdom,204,3.2733
537772,12/8/2010 12:35,18043,United Kingdom,172,2.895
537773,12/8/2010 12:36,16016,United Kingdom,146,3.0455
537774,12/8/2010 12:40,14060,United Kingdom,196,1.475
537775,12/8/2010 12:41,17722,United Kingdom,525,3.4404
537780,12/8/2010 12:45,17324,United Kingdom,51,2.0333
537781,12/8/2010 12:46,17341,United Kingdom,291,2.1362
537789,12/8/2010 12:49,14051,United Kingdom,214,3.5243
537791,12/8/2010 12:51,16233,United Kingdom,12,12.95
537792,12/8/2010 12:56,16385,United Kingdom,70,2.2167
537793,12/8/2010 12:57,15032,United Kingdom,1655,1.7983
537794,12/8/2010 13:01,16713,United Kingdom,189,3.3873
537795,12/8/2010 13:03,17213,United Kingdom,92,4.2567
537796,12/8/2010 13:03,18061,United Kingdom,248,4.8517
537799,12/8/2010 13:07,15916,United Kingdom,55,3.8
537800,12/8/2010 13:08,12748,United Kingdom,75,1.097
537801,12/8/2010 13:08,15221,United Kingdom,43,12.71
537802,12/8/2010 13:11,13455,United Kingdom,190,4.9357
537803,12/8/2010 13:14,15916,United Kingdom,10,8.95
537804,12/8/2010 13:17,12748,United Kingdom,116,1.1862
537806,12/8/2010 13:21,13113,United Kingdom,105,3.204
537808,12/8/2010 13:23,15311,United Kingdom,145,2.4647
537809,12/8/2010 13:28,14217,United Kingdom,26,8.5714
537810,12/8/2010 13:30,15032,United Kingdom,3,7.95
537811,12/8/2010 13:30,17262,United Kingdom,74,3.57
537813,12/8/2010 13:38,18259,United Kingdom,116,3.1571
537815,12/8/2010 13:49,17676,United Kingdom,158,2.2733
537816,12/8/2010 13:51,16679,United Kingdom,29,6.9167
537817,12/8/2010 13:53,18269,United Kingdom,76,3.1643
537818,12/8/2010 13:53,12766,Portugal,424,3.6268
537819,12/8/2010 13:55,15298,United Kingdom,286,2.4206
537822,12/8/2010 14:22,13523,United Kingdom,365,3.3803
537823,12/8/2010 14:25,(blank),United Kingdom,1484,5.6489
537825,12/8/2010 14:36,15005,United Kingdom,118,2.9
537826,12/8/2010 14:38,15581,United Kingdom,104,3.1971
537827,12/8/2010 14:43,15332,Lithuania,30,2.1
537828,12/8/2010 14:43,15680,United Kingdom,331,2.1813
537829,12/8/2010 14:46,15498,United Kingdom,260,3.1163
537830,12/8/2010 14:46,13649,United Kingdom,67,3.52
537831,12/8/2010 14:50,17894,United Kingdom,39,3.0245
537833,12/8/2010 14:53,13270,United Kingdom,200,2.95
537836,12/8/2010 14:58,14866,United Kingdom,144,0.72
537837,12/8/2010 14:59,13077,United Kingdom,303,2.3943
537839,12/8/2010 15:02,(blank),United Kingdom,9,1.43
537840,12/8/2010 15:03,13531,United Kingdom,103,4.84
537841,12/8/2010 15:10,13848,United Kingdom,1000,0.32
537842,12/8/2010 15:12,13140,United Kingdom,75,2.1569
537843,12/8/2010 15:16,15713,United Kingdom,59,6.2889
537844,12/8/2010 15:17,17999,United Kingdom,94,3.6326
537845,12/8/2010 15:23,17690,United Kingdom,12,5.95
537846,12/8/2010 15:25,15347,United Kingdom,130,2.27
537847,12/8/2010 15:33,14766,United Kingdom,64,5.1667
537848,12/8/2010 15:35,13777,United Kingdom,144,1.25
537849,12/8/2010 15:35,13777,United Kingdom,60,1.25
537850,12/8/2010 15:38,16722,United Kingdom,316,1.1312
537851,12/8/2010 15:39,13758,United Kingdom,264,1.5643
537852,12/8/2010 15:56,17340,United Kingdom,1665,2.5628
537854,12/8/2010 15:58,13984,United Kingdom,120,1.31
537855,12/8/2010 15:59,15996,United Kingdom,95,3.7247
537858,12/8/2010 16:06,(blank),United Kingdom,15,1.6591
537859,12/8/2010 16:11,14030,United Kingdom,96,15.6846
537861,12/8/2010 16:18,16596,United Kingdom,47,4.2
537862,12/8/2010 16:21,12971,United Kingdom,71,2.3743
537863,12/8/2010 16:29,14030,United Kingdom,1,5.95
537864,12/8/2010 16:34,16700,United Kingdom,238,1.8871
537865,12/8/2010 16:34,16011,United Kingdom,125,2.6227
537866,12/8/2010 16:45,17655,United Kingdom,274,4.3433
537867,12/8/2010 16:48,16717,United Kingdom,75,4.71
537868,12/8/2010 16:49,12433,Norway,1730,1.84
537870,12/8/2010 17:08,(blank),United Kingdom,-77,0
537871,12/8/2010 17:20,12748,United Kingdom,123,2.1304
537872,12/8/2010 18:07,(blank),United Kingdom,1,0
537873,12/8/2010 18:07,(blank),United Kingdom,1,0
537874,12/8/2010 18:07,(blank),United Kingdom,1,0
537875,12/8/2010 18:08,(blank),United Kingdom,1,0
537876,12/8/2010 18:08,(blank),United Kingdom,2,0
537877,12/8/2010 18:08,(blank),United Kingdom,1,0
537878,12/8/2010 18:09,(blank),United Kingdom,1,0
537879,12/9/2010 8:34,14243,United Kingdom,56,4.3813
537880,12/9/2010 9:14,12963,United Kingdom,172,2.8406
537881,12/9/2010 9:23,15513,United Kingdom,238,5.5167
537882,12/9/2010 9:25,15079,United Kingdom,45,4.1
537883,12/9/2010 9:27,14437,United Kingdom,60,1.05
537884,12/9/2010 9:30,15694,United Kingdom,111,5.48
537885,12/9/2010 9:34,12942,United Kingdom,69,5.4719
537886,12/9/2010 9:49,15660,United Kingdom,110,2.77
537887,12/9/2010 10:00,18092,United Kingdom,532,3.712
537888,12/9/2010 10:04,15358,United Kingdom,440,2.1257
537889,12/9/2010 10:04,13319,United Kingdom,260,3.7404
537890,12/9/2010 10:04,15358,United Kingdom,36,2.7833
537891,12/9/2010 10:05,13319,United Kingdom,36,2.67
537892,12/9/2010 10:13,12481,Germany,85,4.567
537894,12/9/2010 10:16,12621,Germany,227,3.6257
537895,12/9/2010 10:30,14299,United Kingdom,92,4.058
537896,12/9/2010 10:33,18071,United Kingdom,157,2.6893
537897,12/9/2010 10:37,12683,France,107,4.1838
537898,12/9/2010 10:42,17377,United Kingdom,87,3.725
537899,12/9/2010 10:44,12755,Japan,1488,2.55
537900,12/9/2010 10:45,15983,United Kingdom,231,1.9354
537901,12/9/2010 10:48,13854,United Kingdom,68,6.25
537915,12/9/2010 10:55,12797,Portugal,118,5.1438
537955,12/9/2010 11:28,16782,United Kingdom,89,3.346
537963,12/9/2010 11:30,13369,United Kingdom,149,6.5443
537967,12/9/2010 11:31,12494,France,9,10.6333
